CCCM_IDP_Site_Code,Region,District,IDP_Site,Latitude,Longitude
CCCM-SO2401-0260,Bay,Baidoa,Galow Gab,3.1032973,43.6639193
CCCM-SO2401-0261,Bay,Baidoa,Galuul Sarmaan,3.1249918,43.674363
CCCM-SO2401-0889,Bay,Baidoa,Gantai Gumurti,3.1470122,43.6697953
CCCM-SO2401-0262,Bay,Baidoa,Ganugaay,3.0925738,43.6267948
CCCM-SO2401-0890,Bay,Baidoa,Garas Mintan,3.1468729,43.6692507
CCCM-SO2401-0265,Bay,Baidoa,Gardiile 1,3.0922266,43.6278705
CCCM-SO2401-0752,Bay,Baidoa,Gareer Fuur Weyn,3.1469898,43.664267
CCCM-SO2401-0653,Bay,Baidoa,Gareeri Yarey,3.0902937,43.6301195
CCCM-SO2401-0267,Bay,Baidoa,Gareero Fuur 1,3.1393506,43.6620191
CCCM-SO2401-0729,Bay,Baidoa,Gawaanow ,3.09407,43.6250944
CCCM-SO2401-0891,Bay,Baidoa,Geed Makaay,3.1385134,43.6653531
CCCM-SO2401-0676,Bay,Baidoa,Geed Midow,3.1063923,43.6709645
CCCM-SO2401-0270,Bay,Baidoa,Geele,3.1277289,43.6768393
CCCM-SO2401-0271,Bay,Baidoa,Gili,3.1480421,43.6647215
CCCM-SO2401-0924,Bay,Baidoa,Golay,3.0802742,43.6205834
CCCM-SO2401-0273,Bay,Baidoa,Gololka,3.210126,43.2021035
CCCM-SO2401-0805,Bay,Baidoa,Golool Onle1,3.130963,43.6786524
CCCM-SO2401-0925,Bay,Baidoa,Goloole,3.0929485,43.6391039
CCCM-SO2401-0275,Bay,Baidoa,Goob Roon,3.102866,43.6655286
CCCM-SO2401-0281,Bay,Baidoa,Goorinane-1,3.1009931,43.6600247
CCCM-SO2401-0283,Bay,Baidoa,Goosate,3.1503302,43.6719707
CCCM-SO2401-0847,Bay,Baidoa,Goosey,3.0949733,43.62614
CCCM-SO2401-0806,Bay,Baidoa,Gubti Weyn,3.1049933,43.6616633
CCCM-SO2401-0285,Bay,Baidoa,Gurmeysi,3.1307417,43.6789517
CCCM-SO2401-0678,Bay,Baidoa,Gurunle,3.1277203,43.6708235
CCCM-SO2401-0286,Bay,Baidoa,Guudka,3.1029083,43.6644483
CCCM-SO2401-0288,Bay,Baidoa,Guulow Eyle,3.1013293,43.6595091
CCCM-SO2401-0704,Bay,Baidoa,Habar Wanot,3.2049407,43.2017454
CCCM-SO2401-0290,Bay,Baidoa,Hafata,3.0986949,43.6349592
CCCM-SO2401-0291,Bay,Baidoa,Hafata -3,3.1313171,43.6755152
CCCM-SO2401-0731,Bay,Baidoa,Hagar Daba Teeg,3.0934231,43.6281495
CCCM-SO2401-0732,Bay,Baidoa,Hagaray ,3.0939469,43.625677
CCCM-SO2401-0733,Bay,Baidoa,Hagarey Hoos Tumaal,3.09107,43.6247249
CCCM-SO2401-0294,Bay,Baidoa,Hakaba,3.1433017,43.6702184
CCCM-SO2401-0295,Bay,Baidoa,Halabay,3.128611667,43.67646333
CCCM-SO2401-0296,Bay,Baidoa,Halimey,3.1589002,43.6751663
CCCM-SO2401-0297,Bay,Baidoa,Haluul Iyo Hargan,3.0900626,43.6233865
CCCM-SO2401-0299,Bay,Baidoa,Hanaano1,3.2140126,43.1981213
CCCM-SO2401-0754,Bay,Baidoa,Hanana 1,3.1486537,43.6610921
CCCM-SO2401-0301,Bay,Baidoa,Hanano 2,3.1422675,43.6677336
CCCM-SO2401-0893,Bay,Baidoa,Hareera Boor,3.1467252,43.6671835
CCCM-SO2401-0849,Bay,Baidoa,Hareero Kuud,3.0938586,43.6237314
CCCM-SO2401-0705,Bay,Baidoa,Harqan,3.2119826,43.2038803
CCCM-SO2401-0706,Bay,Baidoa,Hassan Feisal Duad,3.2117406,43.1924595
CCCM-SO2401-0306,Bay,Baidoa,Hassan Muunin,3.0873974,43.6269432
CCCM-SO2401-0307,Bay,Baidoa,Hawarwanood,3.1305336,43.6782716
CCCM-SO2401-0807,Bay,Baidoa,Hawey Qaramey,3.1250937,43.6639654
CCCM-SO2401-0850,Bay,Baidoa,Hidigi Bariirow,3.1383763,43.6374002
CCCM-SO2401-0309,Bay,Baidoa,Hilaac 1,3.0871695,43.63001
CCCM-SO2401-0895,Bay,Baidoa,Hinshi Roole,3.1579066,43.6739042
CCCM-SO2401-0312,Bay,Baidoa,Hiyaado Weyn,3.0924477,43.6242825
CCCM-SO2401-0314,Bay,Baidoa,Hiyado Yarey,3.0922358,43.6230231
CCCM-SO2401-0317,Bay,Baidoa,Hoobisoole,3.0768321,43.6182734
CCCM-SO2401-0612,Bay,Baidoa,Hoogar I Maandow,3.1400256,43.6286251
CCCM-SO2401-0319,Bay,Baidoa,Horseed-1,3.1298919,43.6560645
CCCM-SO2401-0322,Bay,Baidoa,Idaale Janaay,3.1033297,43.6424095
CCCM-SO2401-0323,Bay,Baidoa,Idaale-1,3.0934021,43.6371391
CCCM-SO2401-0808,Bay,Baidoa,Ideed Koblee,3.1319367,43.681715
CCCM-SO2401-0896,Bay,Baidoa,Ideedlow,3.1388043,43.6654384
CCCM-SO2401-0326,Bay,Baidoa,Idin Alle,3.153972,43.6744314
CCCM-SO2401-0327,Bay,Baidoa,Ifo Bay-1,3.1579814,43.6751401
CCCM-SO2401-0330,Bay,Baidoa,Iltire,3.2191483,43.2052683
CCCM-SO2401-0331,Bay,Baidoa,Imillow 1,3.1403248,43.6380086
CCCM-SO2401-0332,Bay,Baidoa,Indhoolayaasha Nicmoole,3.0920165,43.6289314
CCCM-SO2401-0333,Bay,Baidoa,Iri Roog,3.1255855,43.6745563
CCCM-SO2401-0334,Bay,Baidoa,Iri Roog Win,3.1256295,43.6753146
CCCM-SO2401-0335,Bay,Baidoa,Isbile,3.1543297,43.6735924
CCCM-SO2401-0774,Bay,Baidoa,Isduugte,3.2243853,43.1918308
CCCM-SO2401-0337,Bay,Baidoa,Iskari,3.10861054,43.67339034
CCCM-SO2401-0340,Bay,Baidoa,Jakaton,3.223744,43.1962854
CCCM-SO2401-0897,Bay,Baidoa,Janaale,3.1390986,43.656572
CCCM-SO2401-0342,Bay,Baidoa,Jawari,3.1278112,43.6715594
CCCM-SO2401-0343,Bay,Baidoa,Jeelow,3.13942153,43.65956862
CCCM-SO2401-0344,Bay,Baidoa,Jiidow,3.1559868,43.6709393
CCCM-SO2401-0345,Bay,Baidoa,Jiidow Bakool,3.1280968,43.6748648
CCCM-SO2401-0346,Bay,Baidoa,Jiinaay Burukle,3.1161481,43.6318002
CCCM-SO2401-0613,Bay,Baidoa,Jinay Wardiile,3.1135578,43.6281814
CCCM-SO2401-0348,Bay,Baidoa,Jinay-3,3.1581639,43.6717134
CCCM-SO2401-0349,Bay,Baidoa,Jubada Dhaxe,3.0879712,43.6285899
CCCM-SO2401-0351,Bay,Baidoa,Juurow,3.0705494,43.616225
CCCM-SO2401-0352,Bay,Baidoa,Kaalimey 1,3.0837795,43.6195582
CCCM-SO2401-0353,Bay,Baidoa,Kaalkaal,3.1391446,43.6615694
CCCM-SO2401-0355,Bay,Baidoa,Kadhalan,3.2227333,43.1887084
CCCM-SO2401-0356,Bay,Baidoa,Kaine,3.128539,43.6780208
CCCM-SO2401-0358,Bay,Baidoa,Kalow,3.131575,43.676965
CCCM-SO2401-0360,Bay,Baidoa,Karaaw Dheere,3.0980446,43.6388113
CCCM-SO2401-0900,Bay,Baidoa,Kashiidow,3.1364621,43.6745308
CCCM-SO2401-0596,Bay,Baidoa,Kaysineey,3.1298626,43.6728917
CCCM-SO2401-0361,Bay,Baidoa,Keerow Malaagdi,3.10721739,43.66865964
CCCM-SO2401-0363,Bay,Baidoa,Kerow Margan,3.0909486,43.6289862
CCCM-SO2401-0364,Bay,Baidoa,Kidhikooy,3.0801518,43.6234598
CCCM-SO2401-0365,Bay,Baidoa,Koban Dheere,3.0906812,43.6243488
CCCM-SO2401-0366,Bay,Baidoa,Koban Dheere-2,3.091798,43.6282128
CCCM-SO2401-0775,Bay,Baidoa,Kooney,3.2280506,43.2048866
CCCM-SO2401-0755,Bay,Baidoa,Korjarte,3.1472086,43.6643909
CCCM-SO2401-0370,Bay,Baidoa,Kormari-2,3.1348475,43.6526745
CCCM-SO2401-0853,Bay,Baidoa,Koron Koor,3.1372401,43.6331941
CCCM-SO2401-0372,Bay,Baidoa,Kulmiye,3.1232383,43.637995
CCCM-SO2401-0373,Bay,Baidoa,Kulmiye,3.22231551,43.20119826
CCCM-SO2401-0374,Bay,Baidoa,Kulmiye Kabey,3.1402473,43.6607689
CCCM-SO2401-0375,Bay,Baidoa,Kurmaan,3.1325717,43.6778683
CCCM-SO2401-0377,Bay,Baidoa,Kurtumaley,3.1293624,43.674134
CCCM-SO2401-0378,Bay,Baidoa,Kurtun,3.1066489,43.6686951
CCCM-SO2401-0927,Bay,Baidoa,Kuudow,3.0893583,43.6363302
CCCM-SO2401-0655,Bay,Baidoa,Leeb Edi,3.0823756,43.6210988
CCCM-SO2401-0383,Bay,Baidoa,Liban,3.22482347,43.19538794
CCCM-SO2401-0384,Bay,Baidoa,Liibaan-1,3.0946081,43.6369028
CCCM-SO2401-0385,Bay,Baidoa,Loojar Wiine,3.1571663,43.6719437
CCCM-SO2401-0386,Bay,Baidoa,Loojele,3.1383776,43.6679378
CCCM-SO2401-0928,Bay,Baidoa,Lowforaar,3.0840018,43.6223033
CCCM-SO2401-0809,Bay,Baidoa,Lowguule,3.1314651,43.6781112
CCCM-SO2401-0388,Bay,Baidoa,Lowi Iskirogow 1,3.1065274,43.6690651
CCCM-SO2401-0735,Bay,Baidoa,Lowiley Aliyow Rooble ,3.0944005,43.6257501
CCCM-SO2401-0736,Bay,Baidoa,Maadow Abdi Roobow,3.0933715,43.6285957
CCCM-SO2401-0390,Bay,Baidoa,Mabarak,3.1053715,43.6655227
CCCM-SO2401-0856,Bay,Baidoa,Mada Hool,3.0942157,43.6237679
CCCM-SO2401-0392,Bay,Baidoa,Madaraan Degeen,3.14002,43.662345
CCCM-SO2401-0615,Bay,Baidoa,Madawarabe,3.1390266,43.629146
CCCM-SO2401-0394,Bay,Baidoa,Madhayta,3.1342327,43.635652
CCCM-SO2401-0396,Bay,Baidoa,Mahad Alle-1,3.1463475,43.6657381
CCCM-SO2401-0397,Bay,Baidoa,Mahad Alle-2,3.1412611,43.6667061
CCCM-SO2401-0901,Bay,Baidoa,Mahad Alle-3,3.1409883,43.6661482
CCCM-SO2401-0398,Bay,Baidoa,Maka Dhagoole-1,3.1274667,43.6778988
CCCM-SO2401-0857,Bay,Baidoa,Makiiney,3.0928955,43.6258469
CCCM-SO2401-0399,Bay,Baidoa,Makoon,3.089055,43.6268968
CCCM-SO2401-0657,Bay,Baidoa,Makuudi,3.0827822,43.6217481
CCCM-SO2401-0929,Bay,Baidoa,Mala Layle,3.08868,43.6275665
CCCM-SO2401-0737,Bay,Baidoa,Malkaay,3.096102,43.6325298
CCCM-SO2401-0858,Bay,Baidoa,Malko Guurow,3.0843432,43.6194728
CCCM-SO2401-0930,Bay,Baidoa,Malmale,3.1026914,43.6579156
CCCM-SO2401-0403,Bay,Baidoa,Marayla1,3.15513546,43.67599762
CCCM-SO2401-0859,Bay,Baidoa,Masalaay,3.088859,43.6240868
CCCM-SO2401-0404,Bay,Baidoa,Masiirka,3.087636,43.6300913
CCCM-SO2401-0405,Bay,Baidoa,Matalimiin,3.1364028,43.6605289
CCCM-SO2401-0776,Bay,Baidoa,Maykoo Guraw,3.2284233,43.2048555
CCCM-SO2401-0408,Bay,Baidoa,Midnimo,3.153122105,43.67299302
CCCM-SO2401-0636,Bay,Baidoa,Midnimo,3.22227772,43.18816206
CCCM-SO2401-0411,Bay,Baidoa,Minfuray,3.20808358,43.195107
CCCM-SO2401-0413,Bay,Baidoa,Mitaano Ween,3.1522804,43.6728397
CCCM-SO2401-0684,Bay,Baidoa,Modamoode ,3.127494,43.6706665
CCCM-SO2401-0415,Bay,Baidoa,Mogor Iyo Mayow-1,3.0922417,43.6315169
CCCM-SO2401-0416,Bay,Baidoa,Mogor Iyo Mayow-2,3.08424141,43.63038834
CCCM-SO2401-0777,Bay,Baidoa,Moorabus,3.2235801,43.1981529
CCCM-SO2401-0903,Bay,Baidoa,Moori Dhir,3.1378362,43.6616516
CCCM-SO2401-0758,Bay,Baidoa,Moori Fuur,3.1512922,43.6584351
CCCM-SO2401-0418,Bay,Baidoa,Moori Gowaan,3.0930557,43.6235945
CCCM-SO2401-0685,Bay,Baidoa,Mora Fuur,3.1323489,43.6821916
CCCM-SO2401-0860,Bay,Baidoa,Mowkubow,3.0893025,43.6238339
CCCM-SO2401-0932,Bay,Baidoa,Mubarak Wadajir,3.0935472,43.6391981
CCCM-SO2401-0420,Bay,Baidoa,Mubark Yarey,3.0707812,43.6158674
CCCM-SO2401-0422,Bay,Baidoa,Mudug,3.157985,43.6742067
CCCM-SO2401-0424,Bay,Baidoa,Mulombe,3.1069649,43.6661796
CCCM-SO2401-0934,Bay,Baidoa,Mushka,3.079165,43.62258
CCCM-SO2401-0428,Bay,Baidoa,Nasib,3.21818064,43.20632893
CCCM-SO2401-0616,Bay,Baidoa,Nasiib,3.0880935,43.6230072
CCCM-SO2401-0431,Bay,Baidoa,Nasiib Wanag 1,3.1495733,43.657375
CCCM-SO2401-0904,Bay,Baidoa,Nimcoole,3.13539153,43.66031639
CCCM-SO2401-0433,Bay,Baidoa,Omane,3.12679,43.6719967
CCCM-SO2401-0861,Bay,Baidoa,Oori,3.0836342,43.6212814
CCCM-SO2401-0435,Bay,Baidoa,Qaboobe,3.0927145,43.6246868
CCCM-SO2401-0438,Bay,Baidoa,Qarimey,3.0903847,43.6357821
CCCM-SO2401-0440,Bay,Baidoa,Qasab 2,3.1207292,43.6399821
CCCM-SO2401-0689,Bay,Baidoa,Qasadhere2,3.1306078,43.6742831
CCCM-SO2401-0935,Bay,Baidoa,Qasi Sheeb,3.0904083,43.6371433
CCCM-SO2401-0936,Bay,Baidoa,Qasibileer,3.0905384,43.6387801
CCCM-SO2401-0739,Bay,Baidoa,Qaydar Edi,3.1456825,43.6357578
CCCM-SO2401-0441,Bay,Baidoa,Qod Qode,3.1047155,43.6642381
CCCM-SO2401-0442,Bay,Baidoa,Qoriile,3.1022674,43.6611319
CCCM-SO2401-0905,Bay,Baidoa,Qudow Wiini,3.1409073,43.675835
CCCM-SO2401-0937,Bay,Baidoa,Qulay,3.0877945,43.6282757
CCCM-SO2401-0443,Bay,Baidoa,Quracle,3.1316168,43.674782
CCCM-SO2401-0444,Bay,Baidoa,Raama Cadey,3.093906767,43.62906413
CCCM-SO2401-0446,Bay,Baidoa,Raardawo,3.21311295,43.19104197
CCCM-SO2401-0447,Bay,Baidoa,Raaso,3.1278913,43.6731488
CCCM-SO2401-0448,Bay,Baidoa,Raaxoole,3.0957414,43.632005
CCCM-SO2401-0450,Bay,Baidoa,Ramadaan 1,3.0892418,43.6339038
CCCM-SO2401-0452,Bay,Baidoa,Raydabale,3.21927277,43.1898986
CCCM-SO2401-0453,Bay,Baidoa,Raydabo,3.1404247,43.6595698
CCCM-SO2401-0460,Bay,Baidoa,Roboy Gaduuda,3.0920703,43.6262611
CCCM-SO2401-0462,Bay,Baidoa,Roob Da'Ay,3.091697,43.6237196
CCCM-SO2401-0863,Bay,Baidoa,Rooble Kuudow,3.0933246,43.6236591
CCCM-SO2401-0740,Bay,Baidoa,Sabeedow,3.0911067,43.6242722
CCCM-SO2401-0464,Bay,Baidoa,Safar  Nooley,3.0930516,43.6282058
CCCM-SO2401-0465,Bay,Baidoa,Sagam,3.1295496,43.6728801
CCCM-SO2401-0864,Bay,Baidoa,Salaan Feyli,3.0954547,43.6280877
CCCM-SO2401-0469,Bay,Baidoa,Salamey Idaale,3.0956321,43.6328444
CCCM-SO2401-0472,Bay,Baidoa,Sarman Dheer,3.1494482,43.6687043
CCCM-SO2401-0473,Bay,Baidoa,Sarman Weyn,3.1387016,43.6522284
CCCM-SO2401-0474,Bay,Baidoa,Sarman-2,3.1273481,43.6723253
CCCM-SO2401-0476,Bay,Baidoa,Sedax Buurow,3.1373594,43.6301266
CCCM-SO2401-0477,Bay,Baidoa,Seydheelow ,3.1405851,43.6547418
CCCM-SO2401-0478,Bay,Baidoa,Shabeele Morwarabe,3.1560557,43.6731444
CCCM-SO2401-0479,Bay,Baidoa,Shabeelow,3.0950675,43.6300417
CCCM-SO2401-0660,Bay,Baidoa,Shanta,3.0792933,43.6224983
CCCM-SO2401-0481,Bay,Baidoa,Shantar Hoobishole,3.1068356,43.6764613
CCCM-SO2401-0483,Bay,Baidoa,Shiid Bileer,3.1396224,43.6335386
CCCM-SO2401-0906,Bay,Baidoa,Shiidmidow,3.1327726,43.6641784
CCCM-SO2401-0865,Bay,Baidoa,Shiniyow,3.0884939,43.6233607
CCCM-SO2401-0486,Bay,Baidoa,Siigadheere-2,3.1141993,43.6300411
CCCM-SO2401-0489,Bay,Baidoa,Sinan,3.21291059,43.20384641
CCCM-SO2401-0866,Bay,Baidoa,Sisma Alle,3.0887113,43.6222308
CCCM-SO2401-0741,Bay,Baidoa,Soorante,3.139926613,43.63018276
CCCM-SO2401-0742,Bay,Baidoa,Suuldheere,3.1389733,43.6336925
CCCM-SO2401-0492,Bay,Baidoa,Suur Weyn,3.142232,43.6602815
CCCM-SO2401-0493,Bay,Baidoa,Tabarak,3.1470043,43.6688144
CCCM-SO2401-0908,Bay,Baidoa,Tabarow,3.1442507,43.6677376
CCCM-SO2401-0494,Bay,Baidoa,Tagal,3.1535077,43.6757023
CCCM-SO2401-0497,Bay,Baidoa,Tawakal,3.22372263,43.1892979
CCCM-SO2401-0498,Bay,Baidoa,Tawakal 1,3.1154374,43.6321689
CCCM-SO2401-0499,Bay,Baidoa,Tawakal 2 Diinsoor,3.0907843,43.6334316
CCCM-SO2401-0500,Bay,Baidoa,Tawakal 3 Diinsoor,3.0932569,43.6340338
CCCM-SO2401-0501,Bay,Baidoa,Tawakal Adc,3.099218379,43.6349758
CCCM-SO2401-0504,Bay,Baidoa,Tawakal Misir,3.0922267,43.628775
CCCM-SO2401-0506,Bay,Baidoa,Tawakal-2,3.1502337,43.6668619
CCCM-SO2401-0507,Bay,Baidoa,Tawfiiq-1,3.1261737,43.674317
CCCM-SO2401-0509,Bay,Baidoa,Tawsi Kaar,3.1253608,43.6742445
CCCM-SO2401-0512,Bay,Baidoa,Toosikaar,3.21212,43.19098
CCCM-SO2401-0513,Bay,Baidoa,Toosile,3.2054826,43.2010809
CCCM-SO2401-0707,Bay,Baidoa,Toosobarakire,3.2048652,43.1967814
CCCM-SO2401-0515,Bay,Baidoa,Towfiq,3.21858018,43.20415128
CCCM-SO2401-0810,Bay,Baidoa,Towhiid,3.1063092,43.670955
CCCM-SO2401-0867,Bay,Baidoa,Towsi Libax,3.1165819,43.6306359
CCCM-SO2401-0868,Bay,Baidoa,Towsile 3,3.146927,43.636944
CCCM-SO2401-0518,Bay,Baidoa,Tubaney,3.1383918,43.6364128
CCCM-SO2401-0870,Bay,Baidoa,Tugaarey,3.0934017,43.6250321
CCCM-SO2401-0520,Bay,Baidoa,Tuugsoy,3.1318793,43.6812942
CCCM-SO2401-0661,Bay,Baidoa,Waab Doore,3.0812724,43.6209082
CCCM-SO2401-0528,Bay,Baidoa,Wadaajir,3.2194009,43.1836718
CCCM-SO2401-0872,Bay,Baidoa,Wadajir 6 Jinaay,3.0885464,43.6242982
CCCM-SO2401-0531,Bay,Baidoa,Wadajir Horseed,3.1359024,43.661272
CCCM-SO2401-0532,Bay,Baidoa,Wadajir Takoy,3.0929483,43.6394133
CCCM-SO2401-0533,Bay,Baidoa,Wadajir-2,3.1312504,43.653533
CCCM-SO2401-0537,Bay,Baidoa,Wajeer,3.1065939,43.6682894
CCCM-SO2401-0538,Bay,Baidoa,Walaq-1,3.1507321,43.6719142
CCCM-SO2401-0539,Bay,Baidoa,Walaq-2,3.1535864,43.6629848
CCCM-SO2401-0540,Bay,Baidoa,Walaq-3,3.1547505,43.6622534
CCCM-SO2401-0541,Bay,Baidoa,Wamo Ayle,3.1087533,43.6569795
CCCM-SO2401-0542,Bay,Baidoa,War Garasle,3.1581768,43.6745719
CCCM-SO2401-0543,Bay,Baidoa,War Harqaan,3.1301382,43.6737597
CCCM-SO2401-0873,Bay,Baidoa,War Hussein,3.1423042,43.6295775
CCCM-SO2401-0544,Bay,Baidoa,War Isagow,3.1431592,43.6666866
CCCM-SO2401-0622,Bay,Baidoa,Waraabow,3.0929102,43.6262792
CCCM-SO2401-0744,Bay,Baidoa,Warbarbaare,3.1387342,43.632573
CCCM-SO2401-0874,Bay,Baidoa,Wardiire 2,3.140514,43.6265626
CCCM-SO2401-0745,Bay,Baidoa,Wardujiiley,3.131622,43.6288533
CCCM-SO2401-0746,Bay,Baidoa,Warhinshile,3.1337983,43.62867
CCCM-SO2401-0624,Bay,Baidoa,Wariiri,3.1230577,43.6275165
CCCM-SO2401-0553,Bay,Baidoa,Warjinay,3.0904634,43.6322199
CCCM-SO2401-0875,Bay,Baidoa,Warjire,3.1378764,43.6295022
CCCM-SO2401-0642,Bay,Baidoa,Warlowe,3.155347,43.6754608
CCCM-SO2401-0556,Bay,Baidoa,Warsan,3.1391406,43.670228
CCCM-SO2401-0910,Bay,Baidoa,Warwiin Adey Garaar,3.1372678,43.662325
CCCM-SO2401-0558,Bay,Baidoa,Wasiile-2,3.1326891,43.673062
CCCM-SO2401-0747,Bay,Baidoa,Wayamo 1,3.13867,43.6301978
CCCM-SO2401-0811,Bay,Baidoa,Waynyaale,3.1014061,43.6614121
CCCM-SO2401-0565,Bay,Baidoa,Wedey Rahma-2,3.1456699,43.6666819
CCCM-SO2401-0877,Bay,Baidoa,Weel Lowu,3.0955051,43.6266449
CCCM-SO2401-0940,Bay,Baidoa,Weelwanre1,3.1018571,43.6452776
CCCM-SO2401-0812,Bay,Baidoa,Weersan,3.1010232,43.6606434
CCCM-SO2401-0941,Bay,Baidoa,Weysay,3.1042233,43.6627942
CCCM-SO2401-0662,Bay,Baidoa,Wiinle,3.0861917,43.629285
CCCM-SO2401-0566,Bay,Baidoa,Ya Iyow Koyow,3.1383643,43.6706587
CCCM-SO2401-0568,Bay,Baidoa,Yaaq Barawey,3.1434215,43.6614643
CCCM-SO2401-0570,Bay,Baidoa,Ya-Fatah,3.1404159,43.673086
CCCM-SO2401-0571,Bay,Baidoa,Yaman,3.0851228,43.6219091
CCCM-SO2401-0575,Bay,Baidoa,Yarabi,3.0889821,43.6301556
CCCM-SO1102-0002,Awdal,Baki,Cabdi Geedi,10.50944832,44.0531675
CCCM-SO1102-0009,Awdal,Baki,Osoli,10.43898687,43.70622376
CCCM-SO1102-0012,Awdal,Baki,Sheed Dheer,10.3017721,43.52351197
CCCM-SO2103-0003,Middle Shabelle,Balcad,Ala-Aamin,2.35684,45.387586
CCCM-SO2103-0004,Middle Shabelle,Balcad,Basro ,2.361631,45.385848
CCCM-SO2103-0005,Middle Shabelle,Balcad,Daryeel,2.361631,45.385848
CCCM-SO2103-0001,Middle Shabelle,Balcad,Gargaar 1,2.3513424,45.3989928
CCCM-SO2103-0002,Middle Shabelle,Balcad,Gargaar 2,2.3654321,45.3853364
CCCM-SO2303-0015,Lower Shabelle,Baraawe,Badbaado,1.145438,44.0009046
CCCM-SO2303-0001,Lower Shabelle,Baraawe,Bulo Burwaqo,1.145109,44.008691
CCCM-SO2303-0002,Lower Shabelle,Baraawe,Bulo Masakin,1.1196139,44.0234167
CCCM-SO2303-0011,Lower Shabelle,Baraawe,Daarusalaam,1.1070712,44.0135414
CCCM-SO2303-0004,Lower Shabelle,Baraawe,Dalfure,1.1245354,44.0288987
CCCM-SO2303-0005,Lower Shabelle,Baraawe,Dalxiska,1.111382,44.0272049
CCCM-SO2303-0012,Lower Shabelle,Baraawe,Deemay,1.1057001,44.0170654
CCCM-SO2303-0007,Lower Shabelle,Baraawe,Gegsoy,1.1154647,44.0196211
CCCM-SO2303-0009,Lower Shabelle,Baraawe,Suufi Jeylani,1.1468313,44.0062335
CCCM-SO2001-0109,Hiraan,Belet Weyne,Alla Aamin1,4.7554682,45.1873046
CCCM-SO2001-0003,Hiraan,Belet Weyne,Alla-Amin2,4.7584088,45.1817373
CCCM-SO2001-0004,Hiraan,Belet Weyne,Alla-Suge,4.7535549,45.1881432
CCCM-SO2001-0007,Hiraan,Belet Weyne,Ayaan,4.7256739,45.2057466
CCCM-SO2001-0110,Hiraan,Belet Weyne,Ayaanle,4.7539883,45.2235283
CCCM-SO2001-0160,Hiraan,Belet Weyne,Baaslaawe,4.7437692,45.1975793
CCCM-SO2001-0161,Hiraan,Belet Weyne,Bakaleey,4.7516802,45.2078015
CCCM-SO2001-0010,Hiraan,Belet Weyne,Bardaale,4.7360508,45.1901172
CCCM-SO2001-0171,Hiraan,Belet Weyne,Barwaqo ,4.733121,45.2176575
CCCM-SO2001-0152,Hiraan,Belet Weyne,Barwaqo ,5.2105396,45.5200486
CCCM-SO2001-0162,Hiraan,Belet Weyne,Bilal,4.7672018,45.2066831
CCCM-SO2001-0013,Hiraan,Belet Weyne,Bilan 1,4.7360927,45.2101109
CCCM-SO2001-0163,Hiraan,Belet Weyne,Bir-Maal,4.7427163,45.2228312
CCCM-SO2001-0173,Hiraan,Belet Weyne,Booco Idp,4.7394476,45.2212953
CCCM-SO2001-0090,Hiraan,Belet Weyne,Budul,4.7510071,45.2031306
CCCM-SO2001-0018,Hiraan,Belet Weyne,Bulsho,4.7528958,45.1837719
CCCM-SO2001-0019,Hiraan,Belet Weyne,Cadaani,4.721562,45.2083578
CCCM-SO2001-0153,Hiraan,Belet Weyne,Camp Guuled,5.1857666,45.5205235
CCCM-SO2001-0155,Hiraan,Belet Weyne,Camp Xariiryale ,5.1953489,45.5333396
CCCM-SO2001-0021,Hiraan,Belet Weyne,Ceynabo,4.7575532,45.1873704
CCCM-SO2001-0022,Hiraan,Belet Weyne,Ceynta,4.7395013,45.2376232
CCCM-SO2001-0157,Hiraan,Belet Weyne,Danyere,4.7631578,45.2043666
CCCM-SO2001-0026,Hiraan,Belet Weyne,Dayax Siigaalow,4.7562812,45.1865958
CCCM-SO2001-0156,Hiraan,Belet Weyne,Dhadhaab,4.7254373,45.1946466
CCCM-SO2001-0027,Hiraan,Belet Weyne,Doomeey,4.7295274,45.2170944
CCCM-SO2001-0028,Hiraan,Belet Weyne,Doongaduud,4.748781,45.212327
CCCM-SO2001-0126,Hiraan,Belet Weyne,Doyale ,4.7450417,45.1817416
CCCM-SO2001-0031,Hiraan,Belet Weyne,Duugane,4.7509199,45.2337557
CCCM-SO2001-0032,Hiraan,Belet Weyne,Exairport,4.7402772,45.1902312
CCCM-SO2001-0033,Hiraan,Belet Weyne,Fatxi 1,4.7339415,45.1918096
CCCM-SO2001-0035,Hiraan,Belet Weyne,Gabooye 1,4.75268,45.213122
CCCM-SO2001-0036,Hiraan,Belet Weyne,Gabooye 2,4.7374694,45.2140111
CCCM-SO2001-0164,Hiraan,Belet Weyne,Galkacyo Idp,4.7586858,45.1877207
CCCM-SO2001-0101,Hiraan,Belet Weyne,Gudlawe,4.7584608,45.2025598
CCCM-SO2001-0040,Hiraan,Belet Weyne,Gurmad Iyo Gargar,4.7449421,45.2045531
CCCM-SO2001-0130,Hiraan,Belet Weyne,Harqaboobe,4.7629069,45.2054112
CCCM-SO2001-0042,Hiraan,Belet Weyne,Iftin,4.7540538,45.1893145
CCCM-SO2001-0154,Hiraan,Belet Weyne,Iftin ,5.1890205,45.5211443
CCCM-SO2001-0131,Hiraan,Belet Weyne,Iftin Labdheere,4.7322766,45.2134513
CCCM-SO2001-0165,Hiraan,Belet Weyne,Iqro,4.757813,45.201575
